"gene","genecount"
"ENSDARG00000026902",3
"ENSDARG00000036592",9
"ENSDARG00000001470",28
"ENSDARG00000086877",4
"ENSDARG00000069471",15
"ENSDARG00000036588",54
"ENSDARG00000036587",8
"ENSDARG00000043271",2
"ENSDARG00000036687",82
"ENSDARG00000069450",0
"ENSDARG00000015076",11
"ENSDARG00000015559",14
"ENSDARG00000076773",5
"ENSDARG00000007734",0
"ENSDARG00000060148",104
"ENSDARG00000069438",39
"ENSDARG00000083014",0
"ENSDARG00000069435",4
"ENSDARG00000108154",0
"ENSDARG00000114522",0
"ENSDARG00000103535",10
"ENSDARG00000112034",5
"ENSDARG00000096191",0
"ENSDARG00000096053",1
"ENSDARG00000096589",0
"ENSDARG00000075045",0
"ENSDARG00000096031",0
"ENSDARG00000036008",19
"ENSDARG00000008886",2
"ENSDARG00000094465",0
"ENSDARG00000052468",0
"ENSDARG00000018325",27
"ENSDARG00000096003",6
"ENSDARG00000052480",241
"ENSDARG00000022891",41
"ENSDARG00000005314",0
"ENSDARG00000036479",6
"ENSDARG00000092919",0
"ENSDARG00000074052",0
"ENSDARG00000074136",0
"ENSDARG00000075389",0
"ENSDARG00000069415",526
"ENSDARG00000082615",0
"ENSDARG00000012574",62
"ENSDARG00000052512",4
"ENSDARG00000079501",4
"ENSDARG00000094063",0
"ENSDARG00000031894",14
"ENSDARG00000030765",81
"ENSDARG00000026548",0
"ENSDARG00000052520",4
"ENSDARG00000036494",0
"ENSDARG00000018721",11
"ENSDARG00000114696",0
"ENSDARG00000013667",18
"ENSDARG00000060036",28
"ENSDARG00000076420",0
"ENSDARG00000057099",17
"ENSDARG00000014098",27
"ENSDARG00000016818",0
"ENSDARG00000010655",68
"ENSDARG00000075785",0
"ENSDARG00000075887",12
"ENSDARG00000075564",40
"ENSDARG00000117385",0
"ENSDARG00000116732",2
"ENSDARG00000100792",36
"ENSDARG00000075043",28
"ENSDARG00000115918",0
"ENSDARG00000030703",1
"ENSDARG00000017772",115
"ENSDARG00000005578",66
"ENSDARG00000024933",55
"ENSDARG00000004427",3
"ENSDARG00000015540",41
"ENSDARG00000043587",12
"ENSDARG00000030289",10
"ENSDARG00000005544",9
"ENSDARG00000008740",34
"ENSDARG00000061629",10
"ENSDARG00000100225",14
"ENSDARG00000027497",5
"ENSDARG00000043548",4
"ENSDARG00000052438",145
"ENSDARG00000052435",36
"ENSDARG00000112693",0
"ENSDARG00000002937",35
"ENSDARG00000074915",9
"ENSDARG00000069360",87
"ENSDARG00000091683",34
"ENSDARG00000086184",1
"ENSDARG00000096566",0
"ENSDARG00000074182",0
"ENSDARG00000083979",0
"ENSDARG00000039424",15
"ENSDARG00000018891",12
"ENSDARG00000025350",92
"ENSDARG00000074378",0
"ENSDARG00000096092",0
"ENSDARG00000096044",0
"ENSDARG00000036471",0
"ENSDARG00000092443",0
"ENSDARG00000043226",17
"ENSDARG00000020001",16
"ENSDARG00000113791",0
"ENSDARG00000010442",19
"ENSDARG00000096541",0
"ENSDARG00000018190",88
"ENSDARG00000079163",0
"ENSDARG00000018107",0
"ENSDARG00000059951",3
"ENSDARG00000017193",4
"ENSDARG00000059948",0
"ENSDARG00000117216",74
"ENSDARG00000095434",0
"ENSDARG00000093494",13
"ENSDARG00000076828",0
"ENSDARG00000088234",0
"ENSDARG00000093748",0
"ENSDARG00000079345",0
"ENSDARG00000059908",92
"ENSDARG00000036415",2
"ENSDARG00000052386",0
"ENSDARG00000005525",8
"ENSDARG00000095518",0
"ENSDARG00000093003",0
"ENSDARG00000003054",1
"ENSDARG00000074635",191
"ENSDARG00000015946",15
"ENSDARG00000027143",3
"ENSDARG00000004634",47
"ENSDARG00000115887",0
"ENSDARG00000111625",1
"ENSDARG00000017423",51
"ENSDARG00000052348",124
"ENSDARG00000075201",9
"ENSDARG00000113238",0
"ENSDARG00000052361",8
"ENSDARG00000020494",9
"ENSDARG00000024827",0
"ENSDARG00000059900",24
"ENSDARG00000095991",6
"ENSDARG00000023151",163
"ENSDARG00000114755",0
"ENSDARG00000101669",32
"ENSDARG00000052375",0
"ENSDARG00000052376",7
"ENSDARG00000031203",0
"ENSDARG00000095360",14
"ENSDARG00000102252",107
"ENSDARG00000078041",59
"ENSDARG00000089742",12
"ENSDARG00000013475",204
"ENSDARG00000079973",17
"ENSDARG00000087205",15
"ENSDARG00000112004",0
"ENSDARG00000074771",0
"ENSDARG00000008490",62
"ENSDARG00000012341",12
"ENSDARG00000025808",1
"ENSDARG00000010078",18
"ENSDARG00000036371",185
"ENSDARG00000025325",28
"ENSDARG00000005626",0
"ENSDARG00000010791",27
"ENSDARG00000100085",0
"ENSDARG00000075870",8
"ENSDARG00000098852",0
"ENSDARG00000101825",0
"ENSDARG00000077790",7
"ENSDARG00000075904",2
"ENSDARG00000116898",0
"ENSDARG00000113296",0
"ENSDARG00000042887",8
"ENSDARG00000113474",6
"ENSDARG00000117445",1
"ENSDARG00000042881",6
"ENSDARG00000083571",0
"ENSDARG00000116122",2
"ENSDARG00000103125",25
"ENSDARG00000030417",78
"ENSDARG00000111601",0
"ENSDARG00000087290",0
"ENSDARG00000028899",1
"ENSDARG00000079980",0
"ENSDARG00000078138",4
"ENSDARG00000073912",0
"ENSDARG00000075141",0
"ENSDARG00000077721",27
"ENSDARG00000059841",9
"ENSDARG00000014068",72
"ENSDARG00000075599",0
"ENSDARG00000033666",70
"ENSDARG00000096214",10
"ENSDARG00000091320",0
"ENSDARG00000094782",5
"ENSDARG00000069264",2
"ENSDARG00000059835",6
"ENSDARG00000036295",23
"ENSDARG00000059826",37
"ENSDARG00000089243",7
"ENSDARG00000026489",41
"ENSDARG00000005690",18
"ENSDARG00000028276",0
"ENSDARG00000102960",7
"ENSDARG00000059816",14
"ENSDARG00000091592",6
"ENSDARG00000059060",23
"ENSDARG00000069249",20
"ENSDARG00000093412",0
"ENSDARG00000052263",44
"ENSDARG00000109870",0
"ENSDARG00000031952",103
"ENSDARG00000024681",5
"ENSDARG00000019765",77
"ENSDARG00000075754",59
"ENSDARG00000036281",20
"ENSDARG00000096514",0
"ENSDARG00000068255",5
"ENSDARG00000089765",0
"ENSDARG00000096661",4
"ENSDARG00000110697",0
"ENSDARG00000096576",0
"ENSDARG00000017984",2
"ENSDARG00000096625",0
"ENSDARG00000086166",0
"ENSDARG00000087148",0
"ENSDARG00000096579",0
"ENSDARG00000096577",0
"ENSDARG00000096622",0
"ENSDARG00000096588",0
"ENSDARG00000096649",0
"ENSDARG00000086117",0
"ENSDARG00000096644",0
"ENSDARG00000041399",0
"ENSDARG00000079050",0
"ENSDARG00000095494",0
"ENSDARG00000095297",0
"ENSDARG00000075855",0
"ENSDARG00000041394",9
"ENSDARG00000025904",50
"ENSDARG00000033789",18
"ENSDARG00000011983",49
"ENSDARG00000079062",0
"ENSDARG00000016809",14
"ENSDARG00000043713",11
"ENSDARG00000077975",0
"ENSDARG00000025547",0
"ENSDARG00000076778",0
"ENSDARG00000095127",0
"ENSDARG00000092502",0
"ENSDARG00000079903",0
"ENSDARG00000094357",0
"ENSDARG00000093198",0
"ENSDARG00000043719",14
"ENSDARG00000053462",0
"ENSDARG00000012694",442
"ENSDARG00000068182",15
"ENSDARG00000078503",5
"ENSDARG00000016301",42
"ENSDARG00000087359",192
"ENSDARG00000108328",0
"ENSDARG00000052207",44
"ENSDARG00000036272",8
"ENSDARG00000080893",0
"ENSDARG00000110619",0
"ENSDARG00000025074",33
"ENSDARG00000063108",0
"ENSDARG00000074069",0
"ENSDARG00000088906",0
"ENSDARG00000112604",0
"ENSDARG00000088775",0
"ENSDARG00000115164",0
"ENSDARG00000116928",0
"ENSDARG00000093082",0
"ENSDARG00000117345",0
"ENSDARG00000117512",0
"ENSDARG00000104258",0
"ENSDARG00000104284",0
"ENSDARG00000099508",0
"ENSDARG00000109228",0
"ENSDARG00000101532",0
"ENSDARG00000096621",0
"ENSDARG00000054655",0
"ENSDARG00000096503",0
"ENSDARG00000092322",0
"ENSDARG00000096656",0
"ENSDARG00000096543",0
"ENSDARG00000034910",0
"ENSDARG00000096507",0
"ENSDARG00000043445",0
"ENSDARG00000096585",0
"ENSDARG00000096574",0
"ENSDARG00000013203",0
"ENSDARG00000096666",0
"ENSDARG00000096619",0
"ENSDARG00000094524",0
"ENSDARG00000093845",0
"ENSDARG00000096623",0
"ENSDARG00000096607",0
"ENSDARG00000096670",0
"ENSDARG00000062309",0
"ENSDARG00000096634",0
"ENSDARG00000096549",0
"ENSDARG00000096671",0
"ENSDARG00000096606",0
"ENSDARG00000112997",0
"ENSDARG00000096523",0
"ENSDARG00000116874",0
"ENSDARG00000054649",0
"ENSDARG00000086301",0
"ENSDARG00000096509",0
"ENSDARG00000096650",0
"ENSDARG00000094157",0
"ENSDARG00000096534",0
"ENSDARG00000096570",0
"ENSDARG00000069194",0
"ENSDARG00000026383",0
"ENSDARG00000004633",2
"ENSDARG00000043431",1
"ENSDARG00000007289",0
"ENSDARG00000106312",0
"ENSDARG00000057844",4
"ENSDARG00000103951",9
"ENSDARG00000089894",0
"ENSDARG00000074334",0
"ENSDARG00000105181",0
"ENSDARG00000113965",0
"ENSDARG00000088556",0
"ENSDARG00000104859",0
"ENSDARG00000074205",0
"ENSDARG00000092358",0
"ENSDARG00000078620",6
"ENSDARG00000088019",6
"ENSDARG00000092894",0
"ENSDARG00000096615",0
"ENSDARG00000052035",5
"ENSDARG00000058270",58
"ENSDARG00000052037",2
"ENSDARG00000052039",236
"ENSDARG00000078246",0
"ENSDARG00000094346",0
"ENSDARG00000093323",3
"ENSDARG00000094433",0
"ENSDARG00000091912",0
"ENSDARG00000092604",0
"ENSDARG00000092070",0
"ENSDARG00000096412",0
"ENSDARG00000093177",3
"ENSDARG00000092984",0
"ENSDARG00000092350",0
"ENSDARG00000094608",0
"ENSDARG00000093975",0
"ENSDARG00000087054",0
"ENSDARG00000094344",0
"ENSDARG00000095578",0
"ENSDARG00000092294",0
"ENSDARG00000094297",3
"ENSDARG00000094246",1
"ENSDARG00000092941",0
"ENSDARG00000075055",0
"ENSDARG00000095719",0
"ENSDARG00000092500",2
"ENSDARG00000038352",0
"ENSDARG00000098576",0
"ENSDARG00000103829",0
"ENSDARG00000091254",0
"ENSDARG00000075541",0
"ENSDARG00000095773",0
"ENSDARG00000103330",0
"ENSDARG00000104415",0
"ENSDARG00000098706",0
"ENSDARG00000104626",0
"ENSDARG00000099421",0
"ENSDARG00000103888",0
"ENSDARG00000103058",0
"ENSDARG00000104949",3
"ENSDARG00000089904",2
"ENSDARG00000104083",0
"ENSDARG00000093157",20
"ENSDARG00000104904",8
"ENSDARG00000096528",4
"ENSDARG00000104807",11
"ENSDARG00000105176",0
"ENSDARG00000104783",1
"ENSDARG00000112943",3
"ENSDARG00000105295",21
"ENSDARG00000112310",0
"ENSDARG00000111704",0
"ENSDARG00000017255",1
"ENSDARG00000103054",17
"ENSDARG00000113332",8
"ENSDARG00000111491",0
"ENSDARG00000116066",0
"ENSDARG00000038682",0
"ENSDARG00000100788",0
"ENSDARG00000086539",3
"ENSDARG00000112526",0
"ENSDARG00000104392",0
"ENSDARG00000100264",43
"ENSDARG00000099619",11
"ENSDARG00000099301",16
"ENSDARG00000103099",0
"ENSDARG00000101915",37
"ENSDARG00000110574",0
"ENSDARG00000090557",0
"ENSDARG00000089667",7
"ENSDARG00000088745",5
"ENSDARG00000038683",0
"ENSDARG00000090783",5
"ENSDARG00000038681",0
"ENSDARG00000095746",0
"ENSDARG00000094845",0
"ENSDARG00000115195",0
"ENSDARG00000109399",0
"ENSDARG00000093877",0
"ENSDARG00000112066",0
"ENSDARG00000092806",0
"ENSDARG00000096586",0
"ENSDARG00000094408",0
"ENSDARG00000096651",56
"ENSDARG00000089879",0
"ENSDARG00000069046",0
"ENSDARG00000091359",56
"ENSDARG00000042561",10
"ENSDARG00000099635",66
"ENSDARG00000099741",0
"ENSDARG00000102825",4
"ENSDARG00000098567",5
"ENSDARG00000101816",77
"ENSDARG00000105060",7
"ENSDARG00000101291",13
"ENSDARG00000102634",16
"ENSDARG00000102091",9
"ENSDARG00000103295",509
"ENSDARG00000100739",15
"ENSDARG00000117484",13
"ENSDARG00000100190",17
"ENSDARG00000099024",1
"ENSDARG00000099538",0
"ENSDARG00000098620",6
"ENSDARG00000117258",20
"ENSDARG00000117555",88
"ENSDARG00000117457",61
"ENSDARG00000117815",0
"ENSDARG00000117636",32
"ENSDARG00000093583",0
"ENSDARG00000105092",0
"ENSDARG00000099880",0
"ENSDARG00000102872",0
"ENSDARG00000098899",0
"ENSDARG00000101364",0
"ENSDARG00000100145",4
"ENSDARG00000063518",8
"ENSDARG00000040045",0
"ENSDARG00000100159",6
"ENSDARG00000100031",0
"ENSDARG00000038667",2
"ENSDARG00000008333",2
"ENSDARG00000038666",0
"ENSDARG00000088634",0
"ENSDARG00000015482",0
"ENSDARG00000101562",17
"ENSDARG00000099331",5
"ENSDARG00000101134",5
"ENSDARG00000038271",0
"ENSDARG00000077839",6
"ENSDARG00000110206",0
"ENSDARG00000078694",30
"ENSDARG00000040683",21
"ENSDARG00000097928",0
"ENSDARG00000089940",13
"ENSDARG00000074146",3
"ENSDARG00000097884",2
"ENSDARG00000097244",19
"ENSDARG00000097762",0
"ENSDARG00000097118",60
"ENSDARG00000087516",0
"ENSDARG00000076995",5
"ENSDARG00000087839",6
"ENSDARG00000097391",0
"ENSDARG00000005218",0
"ENSDARG00000091260",65
"ENSDARG00000116573",0
"ENSDARG00000091481",23
"ENSDARG00000039852",0
"ENSDARG00000017195",11
"ENSDARG00000030896",0
"ENSDARG00000098888",0
"ENSDARG00000006560",0
"ENSDARG00000039850",3
"ENSDARG00000006677",18
"ENSDARG00000098661",0
"ENSDARG00000008906",4
"ENSDARG00000022615",11
"ENSDARG00000094367",0
"ENSDARG00000097519",0
"ENSDARG00000095614",1
"ENSDARG00000076509",6
"ENSDARG00000045137",0
"ENSDARG00000053746",6
"ENSDARG00000089705",7
"ENSDARG00000116769",30
"ENSDARG00000002970",57
"ENSDARG00000007480",88
"ENSDARG00000074571",0
"ENSDARG00000077288",0
"ENSDARG00000039517",25
"ENSDARG00000039516",16
"ENSDARG00000003290",9
"ENSDARG00000103465",0
"ENSDARG00000059125",75
"ENSDARG00000111712",25
"ENSDARG00000075899",41
"ENSDARG00000103432",1
"ENSDARG00000077130",5
"ENSDARG00000078363",0
"ENSDARG00000039521",4
"ENSDARG00000039522",95
"ENSDARG00000078856",27
"ENSDARG00000022309",255
"ENSDARG00000022303",69
"ENSDARG00000095840",0
"ENSDARG00000063451",3
"ENSDARG00000069423",0
"ENSDARG00000020957",6
"ENSDARG00000082599",0
"ENSDARG00000042245",71
"ENSDARG00000103704",0
"ENSDARG00000062377",0
"ENSDARG00000114019",5
"ENSDARG00000087421",48
"ENSDARG00000023713",43
"ENSDARG00000091027",0
"ENSDARG00000088246",55
"ENSDARG00000025889",33
"ENSDARG00000058993",120
"ENSDARG00000074995",44
"ENSDARG00000099937",0
"ENSDARG00000101799",0
"ENSDARG00000103038",29
"ENSDARG00000075339",10
"ENSDARG00000030340",42
"ENSDARG00000004525",13
"ENSDARG00000009484",96
"ENSDARG00000058822",10
"ENSDARG00000106350",0
"ENSDARG00000098593",0
"ENSDARG00000063437",0
"ENSDARG00000063445",11
"ENSDARG00000058995",3
"ENSDARG00000096972",16
"ENSDARG00000063446",6
"ENSDARG00000086314",1
"ENSDARG00000053068",43
"ENSDARG00000097556",0
"ENSDARG00000097559",0
"ENSDARG00000073896",6
"ENSDARG00000076223",10
"ENSDARG00000079730",2
"ENSDARG00000019541",119
"ENSDARG00000036483",0
"ENSDARG00000063375",1
"ENSDARG00000058876",10
"ENSDARG00000013847",13
"ENSDARG00000017180",65
"ENSDARG00000025168",0
"ENSDARG00000114182",0
"ENSDARG00000098344",4
"ENSDARG00000104401",26
"ENSDARG00000102184",48
"ENSDARG00000104548",0
"ENSDARG00000103352",0
"ENSDARG00000103589",20
"ENSDARG00000099604",0
"ENSDARG00000099395",5
"ENSDARG00000099015",0
"ENSDARG00000099677",2
"ENSDARG00000100086",7
"ENSDARG00000105103",0
"ENSDARG00000103674",0
"ENSDARG00000104409",20
"ENSDARG00000100687",0
"ENSDARG00000101322",32
"ENSDARG00000104726",1
"ENSDARG00000102216",114
"ENSDARG00000101766",417
"ENSDARG00000045297",46
"ENSDARG00000074403",3
"ENSDARG00000019278",1
"ENSDARG00000011884",0
"ENSDARG00000055498",2
"ENSDARG00000078598",6
"ENSDARG00000070284",2
"ENSDARG00000018272",43
"ENSDARG00000059695",0
"ENSDARG00000038258",5
"ENSDARG00000093079",12
"ENSDARG00000012610",192
"ENSDARG00000016081",23
"ENSDARG00000075181",0
"ENSDARG00000039310",3
"ENSDARG00000077690",10
"ENSDARG00000027957",10
"ENSDARG00000003382",11
"ENSDARG00000014190",4
"ENSDARG00000097241",0
"ENSDARG00000093357",18
"ENSDARG00000027986",4
"ENSDARG00000001447",13
"ENSDARG00000097093",0
"ENSDARG00000033259",29
"ENSDARG00000056478",11
"ENSDARG00000096809",9
"ENSDARG00000075980",5
"ENSDARG00000034940",0
"ENSDARG00000012194",160
"ENSDARG00000063341",8
"ENSDARG00000022213",18
"ENSDARG00000037061",31
"ENSDARG00000037056",0
"ENSDARG00000058734",10
"ENSDARG00000022810",0
"ENSDARG00000076996",6
"ENSDARG00000096791",8
"ENSDARG00000078329",0
"ENSDARG00000039830",21
"ENSDARG00000039828",0
"ENSDARG00000063223",8
"ENSDARG00000063218",36
"ENSDARG00000001771",0
"ENSDARG00000058719",26
"ENSDARG00000111883",0
"ENSDARG00000017653",2
"ENSDARG00000089077",2
"ENSDARG00000036106",0
"ENSDARG00000075352",3
"ENSDARG00000115680",0
"ENSDARG00000096763",0
"ENSDARG00000017860",0
"ENSDARG00000058701",7
"ENSDARG00000096713",0
"ENSDARG00000058695",7
"ENSDARG00000029671",61
"ENSDARG00000013858",7
"ENSDARG00000091894",0
"ENSDARG00000078201",0
"ENSDARG00000063191",1
"ENSDARG00000004167",1
"ENSDARG00000063182",141
"ENSDARG00000093342",2
"ENSDARG00000078299",0
"ENSDARG00000069342",26
"ENSDARG00000093159",0
"ENSDARG00000095549",0
"ENSDARG00000090623",64
"ENSDARG00000083428",0
"ENSDARG00000114760",26
"ENSDARG00000117612",0
"ENSDARG00000104290",16
"ENSDARG00000112870",0
"ENSDARG00000114516",38
"ENSDARG00000100981",98
"ENSDARG00000099642",18
"ENSDARG00000016477",57
"ENSDARG00000082639",0
"ENSDARG00000083056",0
"ENSDARG00000083986",0
"ENSDARG00000083699",0
"ENSDARG00000080523",0
"ENSDARG00000004396",1
"ENSDARG00000008966",42
"ENSDARG00000006568",3
"ENSDARG00000063129",0
"ENSDARG00000076959",0
"ENSDARG00000031548",46
"ENSDARG00000008450",2
"ENSDARG00000039272",17
"ENSDARG00000075007",33
"ENSDARG00000107448",0
"ENSDARG00000012816",17
"ENSDARG00000091887",0
"ENSDARG00000058638",5
"ENSDARG00000091266",0
"ENSDARG00000092893",0
"ENSDARG00000079075",0
"ENSDARG00000029248",66
"ENSDARG00000020596",20
"ENSDARG00000016163",31
"ENSDARG00000077581",40
"ENSDARG00000012555",18
"ENSDARG00000024479",31
"ENSDARG00000039220",2
"ENSDARG00000058473",12
"ENSDARG00000082391",0
"ENSDARG00000018562",41
"ENSDARG00000038977",0
"ENSDARG00000115192",0
"ENSDARG00000038978",0
"ENSDARG00000009488",31
"ENSDARG00000038980",35
"ENSDARG00000067814",0
"ENSDARG00000038981",30
"ENSDARG00000058354",35
"ENSDARG00000102166",0
"ENSDARG00000015707",29
"ENSDARG00000092780",1
"ENSDARG00000080840",0
"ENSDARG00000080499",0
"ENSDARG00000011233",31
"ENSDARG00000002790",156
"ENSDARG00000013613",10
"ENSDARG00000097535",12
"ENSDARG00000097892",0
"ENSDARG00000062991",14
"ENSDARG00000108522",0
"ENSDARG00000058410",0
"ENSDARG00000069280",10
"ENSDARG00000029292",15
"ENSDARG00000111651",0
"ENSDARG00000030108",0
"ENSDARG00000115266",5
"ENSDARG00000020981",4
"ENSDARG00000063018",7
"ENSDARG00000019924",44
"ENSDARG00000069295",11
"ENSDARG00000069294",0
"ENSDARG00000069293",0
"ENSDARG00000012682",149
"ENSDARG00000021324",2
"ENSDARG00000009922",38
"ENSDARG00000084853",0
"ENSDARG00000043581",6
"ENSDARG00000003375",11
"ENSDARG00000009534",69
"ENSDARG00000094480",0
"ENSDARG00000058348",10
"ENSDARG00000078822",2
"ENSDARG00000098557",0
"ENSDARG00000005590",10
"ENSDARG00000062955",25
"ENSDARG00000020197",356
"ENSDARG00000077666",13
"ENSDARG00000020746",0
"ENSDARG00000038397",13
"ENSDARG00000058267",20
"ENSDARG00000023584",9
"ENSDARG00000062919",0
"ENSDARG00000075866",0
"ENSDARG00000085728",0
"ENSDARG00000062916",43
"ENSDARG00000058237",4
"ENSDARG00000083895",0
"ENSDARG00000058229",5
"ENSDARG00000058218",2
"ENSDARG00000097415",8
"ENSDARG00000016074",4
"ENSDARG00000038222",5
"ENSDARG00000002330",0
"ENSDARG00000017398",0
"ENSDARG00000084912",0
"ENSDARG00000095190",0
"ENSDARG00000094331",0
"ENSDARG00000016233",20
"ENSDARG00000004869",7
"ENSDARG00000058114",16
"ENSDARG00000097447",0
"ENSDARG00000039203",0
"ENSDARG00000003909",0
"ENSDARG00000039196",23
"ENSDARG00000093083",0
"ENSDARG00000018809",10
"ENSDARG00000089225",12
"ENSDARG00000020201",24
"ENSDARG00000087979",17
"ENSDARG00000075812",0
"ENSDARG00000079665",19
"ENSDARG00000106186",0
"ENSDARG00000011683",3
"ENSDARG00000075673",185
"ENSDARG00000024744",44
"ENSDARG00000097553",9
"ENSDARG00000117820",0
"ENSDARG00000075560",234
"ENSDARG00000114675",0
"ENSDARG00000001933",0
"ENSDARG00000108294",0
"ENSDARG00000089109",42
"ENSDARG00000012021",25
"ENSDARG00000069175",52
"ENSDARG00000095837",0
"ENSDARG00000003944",0
"ENSDARG00000058090",1
"ENSDARG00000110105",0
"ENSDARG00000054980",31
"ENSDARG00000054984",15
"ENSDARG00000095477",0
"ENSDARG00000109226",0
"ENSDARG00000099519",21
"ENSDARG00000098037",0
"ENSDARG00000097054",0
"ENSDARG00000097095",0
"ENSDARG00000103545",0
"ENSDARG00000101215",10
"ENSDARG00000099630",1
"ENSDARG00000074233",9
"ENSDARG00000092066",0
"ENSDARG00000115547",6
"ENSDARG00000115186",0
"ENSDARG00000113972",0
"ENSDARG00000082734",0
"ENSDARG00000111709",0
"ENSDARG00000080774",0
"ENSDARG00000081431",0
"ENSDARG00000085174",0
"ENSDARG00000095038",0
"ENSDARG00000092949",0
"ENSDARG00000097463",0
"ENSDARG00000092159",0
"ENSDARG00000095776",0
"ENSDARG00000057769",0
"ENSDARG00000110384",0
"ENSDARG00000028131",0
"ENSDARG00000057743",0
"ENSDARG00000029856",37
"ENSDARG00000005673",11
"ENSDARG00000092084",0
"ENSDARG00000002947",26
"ENSDARG00000017748",23
"ENSDARG00000112456",0
"ENSDARG00000062661",13
"ENSDARG00000039979",0
"ENSDARG00000039174",2
"ENSDARG00000009014",434
"ENSDARG00000099759",0
"ENSDARG00000013856",71
"ENSDARG00000073713",23
"ENSDARG00000093060",0
"ENSDARG00000114666",0
"ENSDARG00000075962",0
"ENSDARG00000087277",45
"ENSDARG00000010956",23
"ENSDARG00000012914",217
"ENSDARG00000095819",15
"ENSDARG00000079625",10
"ENSDARG00000012325",1
"ENSDARG00000019526",19
"ENSDARG00000039152",0
"ENSDARG00000079364",0
"ENSDARG00000094988",0
"ENSDARG00000094962",0
"ENSDARG00000020602",160
"ENSDARG00000015790",64
"ENSDARG00000092225",0
"ENSDARG00000091652",69
"ENSDARG00000106039",0
"ENSDARG00000062864",4
"ENSDARG00000009740",18
"ENSDARG00000009436",26
"ENSDARG00000016771",1148
"ENSDARG00000006200",487
"ENSDARG00000084411",0
"ENSDARG00000080942",0
"ENSDARG00000077022",2
"ENSDARG00000062427",5
"ENSDARG00000084026",0
"ENSDARG00000079158",0
"ENSDARG00000020289",0
"ENSDARG00000079907",0
"ENSDARG00000093714",0
"ENSDARG00000015252",12
"ENSDARG00000019103",47
"ENSDARG00000104683",0
"ENSDARG00000104972",0
"ENSDARG00000052319",0
"ENSDARG00000052296",0
"ENSDARG00000100970",0
"ENSDARG00000026569",0
"ENSDARG00000005754",209
"ENSDARG00000085605",0
"ENSDARG00000094091",0
"ENSDARG00000113243",0
"ENSDARG00000099780",0
"ENSDARG00000109031",0
"ENSDARG00000100494",78
"ENSDARG00000099776",697
"ENSDARG00000104930",3
"ENSDARG00000111227",0
"ENSDARG00000101899",0
"ENSDARG00000102520",0
"ENSDARG00000099960",2
"ENSDARG00000100741",1
"ENSDARG00000099445",31
"ENSDARG00000098575",0
"ENSDARG00000101903",22
"ENSDARG00000102223",0
"ENSDARG00000057253",0
"ENSDARG00000093610",0
"ENSDARG00000057265",0
"ENSDARG00000112780",0
"ENSDARG00000092075",0
"ENSDARG00000115412",0
"ENSDARG00000095391",0
"ENSDARG00000077665",0
"ENSDARG00000097586",0
"ENSDARG00000069033",0
"ENSDARG00000115702",0
"ENSDARG00000095093",0
"ENSDARG00000116716",0
"ENSDARG00000095066",0
"ENSDARG00000093408",0
"ENSDARG00000111383",0
"ENSDARG00000057284",0
"ENSDARG00000110526",0
"ENSDARG00000015901",31
"ENSDARG00000010267",121
"ENSDARG00000082222",0
"ENSDARG00000101927",0
"ENSDARG00000057209",2
"ENSDARG00000079671",6
"ENSDARG00000001913",11
"ENSDARG00000097187",28
"ENSDARG00000076183",0
"ENSDARG00000103811",91
"ENSDARG00000060622",3
"ENSDARG00000075487",5
