	C10	C7	C8	C9	C4	C5	C6	C1	C2	C3	B11	B12	B7	B8	B9
553404	26	45	109	4	32	16	52	24	48	46	9	50	75	36	45
553405	39	118	121	33	65	40	55	107	46	0	32	69	196	0	159
553406	284	874	682	186	411	129	269	463	355	336	247	530	991	292	503
553407	54	111	109	17	43	11	111	101	77	14	42	59	134	63	61
553410	187	668	538	404	164	61	138	403	233	236	155	289	680	162	322
553411	118	176	121	68	79	23	60	204	127	86	41	84	350	51	186
553412	76	339	177	25	143	66	164	184	76	81	97	206	391	124	202
553414	74	109	34	4	27	5	26	68	48	13	16	17	77	15	34
553415	118	195	132	17	51	20	52	69	36	32	70	65	133	45	78
553417	41	139	147	96	35	13	116	140	69	21	16	60	149	32	62
553418	45	132	102	57	107	47	50	112	75	70	52	65	140	41	108
553420	433	1035	1028	162	278	238	300	745	471	318	296	460	1024	216	811
553422	120	268	331	96	133	53	41	207	122	67	121	177	292	77	235
553423	0	0	9	0	8	0	0	0	5	1	0	0	1	0	16
553427	7	1	17	0	7	0	0	3	15	6	0	0	3	10	3
553431	34	192	94	22	15	16	66	74	26	42	42	75	129	10	62
553432	161	406	410	134	83	95	243	215	199	147	155	145	511	47	243
553433	43	44	55	11	31	9	35	91	49	19	34	42	189	8	20
553436	0	14	4	6	3	5	0	7	4	3	0	9	6	4	2
553438	0	0	2	1	0	6	0	3	0	0	0	0	5	0	6
553439	11	20	9	9	6	2	0	16	10	11	6	2	21	0	1
553440	3	11	41	13	22	8	21	14	17	0	12	0	41	15	22
553441	3	5	0	0	0	0	7	2	0	12	0	0	6	0	1
553443	14	11	10	3	0	2	0	1	0	8	3	22	2	0	8
553445	1	26	11	0	0	0	14	8	4	0	3	5	11	9	5
553447	65	93	114	98	13	41	56	67	55	29	48	34	101	8	62
553448	80	454	194	104	113	87	133	153	451	117	165	68	346	67	174
553451	1157	3072	3546	930	1053	741	1469	2749	1482	1517	1220	1672	4295	904	2633
553452	22	58	24	1	32	9	21	54	27	25	14	21	37	3	41
553453	3	21	5	0	9	1	0	18	0	0	0	8	5	12	4
553455	24	256	171	122	9	22	28	191	32	19	143	150	245	98	33
553460	62	185	205	7	46	52	43	56	135	11	10	22	211	128	90
553461	14	24	39	17	5	2	20	59	28	19	44	31	85	51	29
553462	17	64	40	23	23	20	16	34	71	16	41	34	30	16	49
553464	0	62	43	7	6	0	21	18	25	7	0	0	91	4	0
553465	34	103	157	48	128	18	30	148	30	65	67	171	126	44	83
553466	0	17	10	0	12	2	5	7	22	9	17	19	0	5	6
553467	6	13	1	1	0	3	6	0	7	1	0	3	0	1	14
553468	3	14	18	8	0	0	9	14	25	2	9	6	21	0	20
553469	0	0	0	0	1	2	8	7	5	3	0	1	5	0	9
553471	35	94	112	26	46	36	78	143	68	52	20	61	128	39	62
553472	2	8	6	0	0	0	9	10	10	1	6	1	9	1	3
553473	1155	3732	3373	874	1165	840	1087	2671	1448	1423	1127	1619	4360	1132	1979
553474	96	298	188	41	73	62	145	211	109	66	78	69	314	75	140
553476	37	16	9	18	19	8	14	24	12	17	21	11	39	13	35
553479	6	0	4	0	4	0	0	0	0	0	0	27	0	0	0
553483	17	4	35	13	2	4	4	21	36	8	4	13	91	2	2
553484	0	0	7	0	12	3	0	0	2	0	6	0	0	0	0
553486	7	0	11	4	0	1	0	3	1	10	0	0	6	0	3
553488	6	38	50	22	11	5	4	10	10	9	10	25	15	0	9
553489	7	32	29	2	5	0	29	17	12	7	17	9	33	27	8
553490	186	332	378	94	108	52	141	364	219	121	185	115	485	78	282
553493	102	81	81	22	22	32	9	33	71	56	55	63	155	114	94
553494	182	338	411	129	169	59	174	376	247	130	136	150	588	93	261
553495	92	267	349	63	101	77	149	115	91	102	61	157	180	80	230
553496	152	358	296	173	307	67	164	502	239	204	280	425	613	99	401
553498	78	151	196	40	48	78	126	233	158	52	98	175	315	60	175
553501	1	24	34	13	11	0	9	22	8	2	4	14	54	15	14
553503	29	67	34	22	93	18	61	238	78	37	38	103	143	30	70
553504	95	155	84	13	24	14	21	81	67	39	29	16	98	40	57
553505	19	64	89	11	22	16	47	61	8	13	8	13	107	31	63
553506	97	243	283	107	128	46	159	316	127	145	58	251	425	80	271
553507	18	79	79	26	40	6	42	65	33	47	42	123	72	8	34
553508	46	66	60	23	61	16	66	66	39	34	42	95	103	30	56
553510	4	4	45	8	3	0	19	13	18	16	6	16	14	19	9
553511	197	599	436	123	257	84	215	591	327	312	146	221	775	160	387
553512	0	12	22	0	2	0	3	3	20	4	2	1	25	3	1
553513	41	46	54	17	40	8	26	41	52	11	45	41	90	21	43
553515	14	8	0	21	16	9	32	16	3	2	11	22	30	1	2
553516	0	0	8	14	13	1	12	7	3	0	0	5	1	8	10
553517	13	0	1	1	3	0	6	6	0	1	0	9	16	3	7
553518	140	270	140	63	106	50	140	189	114	134	152	233	566	45	401
553520	111	162	256	26	16	7	73	90	72	65	20	81	195	39	58
553523	35	85	64	22	31	22	39	50	46	21	5	17	65	1	57
553524	32	64	57	20	50	35	115	84	44	51	46	59	151	22	114
553526	6	13	5	0	1	1	39	10	7	1	0	0	7	21	0
553527	9	27	56	0	16	4	10	40	4	10	21	10	75	2	32
553528	0	0	0	0	0	0	11	7	0	11	7	0	10	7	3
553529	0	15	0	1	10	2	5	18	0	0	0	5	7	0	0
553530	47	88	42	11	39	5	92	40	28	63	85	88	10	38	26
553531	360	638	843	214	377	173	392	778	485	347	240	513	1087	287	516
553533	63	52	54	31	18	9	49	60	59	24	16	89	60	20	62
553534	17	18	1	0	0	0	3	1	0	0	0	3	21	1	0
553536	2	11	56	0	14	5	4	5	6	15	46	0	29	36	65
553537	6	15	14	0	8	11	10	42	4	19	0	21	46	9	29
553539	50	132	124	42	74	44	86	100	70	74	52	68	167	34	127
553542	86	221	114	119	124	15	86	182	131	165	60	304	303	51	223
553543	12	10	3	7	17	3	0	7	12	7	0	0	12	6	7
553544	4	7	23	8	5	0	11	10	1	0	0	5	28	13	17
553545	28	81	69	12	17	4	53	64	26	6	8	9	62	27	12
553547	88	135	118	26	167	33	28	40	95	31	56	42	182	37	60
553549	4	3	3	0	0	0	2	1	0	0	0	0	2	0	0
553550	12	20	55	7	9	5	15	20	39	10	5	4	34	1	3
553552	36	0	3	0	1	0	8	3	79	3	18	3	5	17	13
553553	0	18	0	0	24	0	0	34	0	0	4	0	121	0	21
553554	4	14	14	19	18	3	0	12	1	1	14	0	38	7	34
553555	7	13	21	6	0	2	13	17	18	12	0	5	18	3	16
553557	12	68	39	13	8	13	18	26	29	12	7	26	34	15	38
553558	19	60	49	9	38	49	54	54	17	8	7	33	92	9	37
553559	623	1539	1437	411	549	408	591	1303	667	469	367	691	2322	449	1026
553561	34	115	99	16	44	16	31	53	32	30	24	35	131	16	61
553563	2	26	37	15	60	14	46	130	37	46	22	77	107	36	58
553565	29	62	74	28	26	27	43	125	31	37	51	49	69	34	43
553566	11	12	23	0	4	2	0	18	3	8	17	25	21	3	3
553567	101	192	320	119	63	85	92	233	90	130	136	84	540	66	238
553568	56	26	38	39	20	22	3	61	47	29	17	10	78	6	43
553571	39	21	12	0	1	10	13	31	24	0	4	16	66	13	13
553572	4	38	25	6	10	0	6	34	20	10	22	32	46	3	15
553573	17	68	23	21	17	3	10	36	34	0	3	23	29	30	39
553574	2	24	3	20	12	3	19	15	17	1	0	11	19	1	4
553575	0	5	5	18	38	18	14	12	9	21	0	1	25	7	23
553576	10	11	2	0	0	2	0	4	0	0	1	7	3	7	8
553578	20	141	141	23	77	8	36	110	33	58	31	36	134	47	86
553579	0	0	0	0	4	1	2	1	0	10	3	10	8	0	0
553580	0	10	13	4	4	0	6	17	1	0	0	1	10	0	11
553582	17	32	75	17	39	31	11	65	11	27	11	31	65	8	34
553583	16	56	0	0	0	1	3	19	3	9	0	10	18	0	5
553584	9	84	19	18	16	9	64	56	14	12	19	65	83	7	56
553587	427	538	493	211	411	96	611	371	333	387	333	265	214	94	416
553588	0	4	12	14	16	0	4	11	20	0	4	0	7	39	34
553589	1	20	8	10	1	0	4	17	16	9	10	14	49	4	10
553590	322	916	741	314	206	183	345	572	466	353	231	358	1142	160	563
553591	136	174	203	107	130	27	116	276	220	230	58	165	474	26	268
553593	30	69	72	35	42	12	74	70	58	47	49	50	83	15	72
553594	0	32	7	0	3	3	0	15	0	0	3	10	2	0	7
553595	6	0	28	8	5	3	0	34	1	0	2	13	13	0	9
553596	0	3	7	0	0	5	0	0	0	2	0	2	11	0	0
553597	0	44	36	2	4	6	10	27	26	11	22	36	31	10	29
553599	27	84	64	31	15	19	49	47	31	16	34	31	123	15	44
553600	38	32	40	25	14	1	26	32	25	2	23	21	58	5	48
553601	29	33	62	18	9	5	40	53	21	3	26	21	54	0	47
553602	4	0	26	5	0	0	0	0	15	0	0	0	0	0	0
553603	17	67	102	24	3	17	13	27	21	32	44	38	57	32	49
553605	69	185	102	44	27	20	19	94	23	46	32	105	143	35	134
553606	16	28	46	19	16	1	15	14	45	11	0	35	84	14	42
553607	94	178	135	45	54	50	56	181	109	73	32	63	192	56	138
553608	152	300	301	66	120	97	137	264	133	115	88	121	256	31	192
553609	4	4	4	0	7	0	9	0	0	4	2	0	3	2	1
553610	4	16	11	2	0	7	35	7	2	0	0	0	8	1	10
553611	39	43	83	22	21	3	27	22	14	22	17	36	88	12	61
553612	4	1	4	0	4	0	27	21	8	15	3	2	18	0	3
553614	11	34	30	11	20	23	22	3	38	1	38	2	10	5	6
553616	6	12	1	16	2	0	7	10	17	5	0	17	32	0	18
553617	225	659	682	148	275	109	193	497	346	257	209	385	666	157	389
553619	2	93	36	21	2	5	14	44	11	10	14	43	36	6	17
553620	66	164	124	36	35	14	37	151	48	60	63	34	221	29	152
553621	35	116	99	17	11	13	54	78	48	57	58	64	112	19	81
553622	3	6	0	10	0	0	3	18	14	0	17	22	37	6	18
553624	28	151	81	39	40	48	47	83	35	20	12	71	72	38	163
553625	0	10	23	0	17	0	4	19	6	13	2	2	15	2	7
553626	6	14	59	2	52	21	5	73	10	27	25	84	52	35	55
553627	2	71	6	1	7	14	2	31	22	14	25	28	20	9	16
553629	72	117	64	41	99	23	54	97	81	54	55	82	156	38	134
553630	37	93	63	18	17	2	15	23	49	24	28	38	51	17	43
553631	0	34	25	0	1	8	21	26	32	19	17	0	50	6	22
553633	12	19	3	10	0	6	14	24	2	9	14	11	12	17	20
553634	8	54	25	1	42	2	45	21	57	17	1	23	30	13	44
553636	0	9	4	0	5	0	4	26	5	6	8	13	11	2	11
553637	42	80	28	7	16	9	49	34	29	14	15	32	76	22	48
553639	1	83	21	25	41	13	37	41	40	37	38	19	95	5	12
553641	12	12	22	0	28	0	40	9	21	9	9	11	51	27	24
553642	12	13	0	0	0	0	0	0	2	0	4	11	2	0	26
553643	0	3	1	0	4	0	0	5	3	0	1	1	1	1	0
553644	0	9	1	0	0	0	33	5	1	7	7	2	14	0	4
553646	31	21	24	5	37	48	11	32	27	68	9	18	62	8	55
553647	9	2	2	2	1	0	1	9	30	2	0	0	26	0	3
553648	24	139	34	20	35	5	47	61	30	52	15	29	79	21	30
553649	26	76	44	3	18	0	27	69	43	0	20	22	139	0	30
553650	1	7	15	4	0	1	14	20	0	9	16	4	26	1	6
553651	28	71	67	9	19	8	26	71	29	15	44	45	82	40	69
553652	21	14	18	17	90	0	19	46	50	28	20	5	44	4	2
553653	7	20	0	2	0	0	0	4	0	3	0	0	0	0	0
553654	0	14	9	8	1	0	0	35	0	0	5	15	49	0	10
553655	276	576	672	188	365	198	290	978	457	342	357	506	1200	321	632
553656	1	105	22	4	4	4	15	20	25	22	16	15	91	28	35
553657	63	137	44	57	11	21	47	205	14	8	50	73	46	26	82
553658	26	54	7	13	6	8	1	40	18	37	7	57	74	9	65
553659	12	69	84	22	10	9	22	37	12	37	26	30	54	10	19
553660	16	28	53	20	29	11	27	60	2	30	13	12	32	12	25
553661	7	41	67	10	9	31	16	13	18	28	11	88	61	16	30
553664	230	455	605	142	268	105	314	491	356	232	268	370	803	241	454
553665	38	85	65	29	17	18	12	173	36	21	19	40	160	0	52
553667	0	9	12	0	0	0	0	5	0	0	0	0	15	0	1
553668	55	103	140	46	27	22	32	98	45	44	33	65	159	60	170
553670	53	98	83	9	12	35	38	59	37	23	38	21	141	36	82
553672	50	138	153	46	79	38	112	203	115	50	84	180	204	56	159
553673	0	0	0	3	0	5	0	4	0	5	1	0	0	0	0
553674	87	162	78	64	28	39	50	67	62	30	52	78	94	22	58
553676	0	9	21	0	25	0	16	4	13	8	4	9	7	5	40
553677	15	4	4	0	0	0	17	0	3	11	0	0	8	0	2
553679	156	400	352	72	167	42	191	339	226	174	125	166	424	99	225
553681	0	0	16	2	7	0	18	14	8	0	12	0	0	15	15
553682	73	361	228	102	153	75	117	296	171	126	109	196	322	64	267
553683	5	0	15	23	19	0	5	32	14	0	8	2	13	14	18
553684	29	33	43	14	52	23	28	106	25	19	24	29	95	9	49
553685	58	42	93	19	29	10	42	39	62	4	21	32	135	14	55
553686	110	207	166	8	103	45	61	275	64	178	88	104	309	46	132
553687	4	22	0	0	4	1	0	0	0	4	0	5	3	0	4
553688	60	35	48	6	118	13	39	72	93	19	27	26	182	32	41
553689	1	13	18	3	5	0	2	16	9	14	9	2	13	10	8
553690	30	291	142	54	109	35	82	165	191	205	44	55	164	45	119
553691	169	418	321	136	108	124	155	298	230	218	117	306	534	120	249
553693	29	85	116	22	50	11	19	33	11	41	23	54	90	17	58
553695	1	4	13	6	7	1	15	18	4	31	8	0	19	3	17
553696	19	28	3	1	5	0	4	27	8	7	15	16	14	3	2
553697	61	96	83	47	47	41	72	101	101	75	43	45	138	50	140
553698	0	1	0	1	0	0	0	2	4	1	14	3	7	0	6
553699	28	31	16	4	16	3	25	24	20	8	5	14	36	4	16
553700	0	8	3	0	8	0	0	2	2	2	8	11	11	0	8
553701	7	23	2	3	3	5	2	38	10	9	23	7	11	2	23
553702	50	63	133	20	27	22	61	124	45	56	36	68	92	32	81
553704	0	11	1	4	3	0	0	16	3	0	29	0	1	0	3
553705	0	6	0	0	0	0	0	5	0	3	0	0	3	0	2
553707	4	14	8	9	0	1	0	21	0	0	8	4	11	1	9
553709	13	0	0	0	2	0	6	8	0	0	0	10	7	0	0
553710	165	739	810	216	282	209	200	458	279	185	220	269	822	236	455
553711	1	13	18	0	9	0	0	20	18	18	5	9	2	4	9
553712	7	14	24	0	19	2	22	14	6	22	9	15	23	0	14
553713	7	18	5	0	24	12	17	29	42	13	17	22	36	11	45
553715	9	56	25	27	11	0	0	47	17	1	4	22	115	37	23
553717	45	54	41	21	55	15	27	49	21	26	37	66	143	23	84
553718	131	261	216	52	49	63	106	237	207	120	86	232	452	96	196
553720	3	1	0	1	0	5	4	4	12	2	0	20	22	7	28
553721	6	42	47	0	0	1	3	9	4	0	0	0	42	29	7
553722	0	6	21	4	3	0	9	6	10	1	8	1	11	10	15
553723	0	29	11	2	4	0	40	3	18	0	0	4	14	3	23
553725	13	31	22	9	28	7	10	22	17	14	17	13	40	4	21
553728	5	8	0	0	18	0	15	0	0	0	5	128	5	0	8
553729	128	380	296	66	80	50	101	265	85	66	127	183	461	76	250
553730	0	1	0	13	1	10	0	34	4	0	7	6	30	0	28
553731	2	29	35	13	7	6	18	16	5	22	17	36	77	12	30
553733	8	5	0	1	21	0	2	10	0	0	4	0	6	0	9
553734	137	229	290	119	107	52	94	420	135	110	112	141	430	128	183
553736	10	4	2	0	0	1	13	0	4	0	0	0	3	0	4
553738	0	16	28	5	12	4	3	13	11	9	21	15	12	6	9
553740	92	115	401	80	90	67	71	215	82	124	151	64	425	53	104
553741	0	7	2	0	3	0	0	0	0	18	0	7	0	0	17
553743	93	1	93	15	5	0	11	17	40	23	9	9	43	7	55
553744	32	93	40	13	39	25	69	142	52	52	60	81	110	52	69
553745	21	15	11	10	17	9	25	31	32	18	23	30	63	2	13
553748	14	80	39	0	13	0	4	12	1	11	8	77	12	1	6
553749	27	108	55	3	37	17	80	96	79	29	60	69	152	35	82
553750	71	157	273	23	29	19	69	70	56	44	49	47	78	84	59
553751	0	0	14	5	1	3	12	4	6	0	0	19	0	1	6
553753	30	19	4	0	3	0	0	14	4	7	1	9	0	0	19
553754	133	133	90	52	29	7	59	102	64	70	47	111	105	35	62
553755	667	1901	1531	335	1037	433	908	2006	905	891	738	1049	2201	551	1348
553756	67	213	193	49	38	66	91	177	115	152	73	89	273	22	196
553757	0	81	5	0	25	0	0	66	42	0	8	16	46	38	62
553758	291	701	935	281	269	175	323	807	414	401	350	391	1000	214	513
553760	11	47	32	8	11	1	25	15	12	8	13	17	30	5	24
553761	0	0	0	0	0	8	0	21	0	0	4	5	0	0	17
553762	0	8	0	0	3	2	13	15	0	0	0	2	12	13	11
553764	30	57	60	42	29	29	15	34	9	57	19	6	121	9	19
553765	247	387	392	140	89	110	170	366	418	140	99	316	590	72	225
553766	29	18	27	12	29	19	32	17	27	32	11	28	130	17	53
553767	23	83	45	6	9	12	25	87	30	40	39	30	124	23	51
553768	23	92	103	62	44	16	50	137	27	24	45	83	226	15	187
553769	8	54	7	2	5	1	7	1	5	6	1	3	27	53	53
553770	24	18	30	4	20	0	6	29	8	0	15	21	22	0	47
553771	27	50	53	32	91	26	11	20	47	22	8	35	47	37	21
553772	5	44	58	42	48	2	46	37	8	38	20	23	174	6	34
553774	118	217	209	40	54	17	80	177	126	42	134	71	254	93	158
553775	3	2	1	5	0	0	0	0	0	7	0	0	21	0	0
553776	25	50	13	6	22	12	20	35	10	22	17	20	19	40	50
553777	26	0	7	0	0	0	0	10	0	0	0	0	15	0	0
553778	42	21	54	3	45	24	19	67	7	11	12	27	50	7	60
553780	5	3	13	0	2	0	0	22	0	0	0	6	0	0	0
553781	192	390	471	137	275	82	112	204	230	65	123	199	467	63	369
553782	276	543	475	130	259	130	261	705	313	258	252	335	620	178	339
553785	70	223	173	76	67	48	53	121	69	80	37	88	180	24	145
553787	4	0	48	0	0	4	0	5	3	0	8	0	35	0	0
553788	110	160	207	140	36	95	127	282	48	88	126	119	300	51	185
553789	45	133	103	56	55	21	52	89	47	74	41	66	289	31	89
553790	2	27	31	17	3	5	7	42	22	12	18	13	53	7	9
553791	57	97	47	40	12	30	78	119	46	67	37	39	128	35	79
553792	23	6	22	0	0	0	15	13	3	0	6	0	18	6	5
553794	54	103	229	26	134	32	76	175	62	69	28	205	568	55	82
553795	0	12	15	0	14	0	9	0	0	8	0	0	0	5	4
553796	4	18	9	5	0	0	3	10	0	0	4	0	3	0	7
553798	0	20	43	0	0	4	26	15	8	2	8	0	9	0	0
553799	9	10	23	5	31	8	30	18	7	47	0	0	54	7	40
553800	0	23	15	3	8	0	2	20	37	15	1	9	2	13	11
553801	27	26	48	0	10	3	41	20	8	25	15	37	67	28	25
553802	7	3	11	1	0	4	0	0	10	6	0	6	10	1	0
553803	8	31	13	2	0	0	3	1	20	14	6	5	21	0	10
553804	0	2	2	0	0	1	7	11	0	0	3	0	30	0	8
553805	6	22	24	3	3	0	6	15	10	12	10	13	52	24	18
553806	15	61	39	4	16	8	13	30	33	11	23	17	8	5	16
553809	0	1	0	6	0	0	0	0	0	3	13	7	13	0	0
553810	10	28	29	5	12	6	20	35	20	26	0	23	61	12	20
553811	9	39	14	25	14	5	13	0	18	11	0	15	68	0	115
553813	3	26	9	3	12	5	6	13	8	1	3	2	25	9	17
553814	0	15	0	0	3	0	0	6	0	0	0	0	0	2	3
553815	4	6	19	7	6	0	24	18	25	12	3	0	32	11	0
553940	18	37	81	15	17	6	18	47	8	17	20	33	28	26	26
553942	13	20	16	27	67	0	10	56	56	9	0	74	54	16	37
553943	42	115	114	55	45	21	35	57	60	34	50	20	114	19	70
553944	23	50	32	12	22	0	31	66	20	22	36	45	65	17	33
553945	31	48	32	19	14	12	13	51	29	15	16	18	30	15	18
553947	34	39	46	8	8	4	10	6	12	1	9	4	49	11	20
553949	44	186	188	63	60	40	94	196	80	116	98	110	306	60	292
553950	92	228	286	46	69	37	73	225	115	73	61	110	263	63	130
553955	15	19	21	0	0	0	0	33	8	8	17	2	8	0	1
553969	482	1219	1006	266	605	179	768	968	459	646	583	572	298	272	438
553977	0	0	4	9	0	3	0	7	0	6	0	1	20	0	23
553978	4	0	5	10	10	0	1	13	6	5	0	0	2	5	1
553981	14	4	29	4	14	10	32	41	32	25	25	42	59	13	26
553983	21	45	45	0	9	8	7	4	2	6	13	20	54	16	1
553986	12	36	64	10	29	6	33	62	23	12	32	41	35	14	24
553987	4	13	5	9	0	0	27	5	0	0	7	10	33	0	18
553993	0	0	2	3	2	0	1	0	0	0	12	13	4	0	1
553997	56	98	137	15	13	17	30	75	135	30	61	103	68	17	50
553999	18	77	164	24	38	42	25	45	57	9	33	24	104	19	23
554005	27	74	250	25	3	16	21	117	33	107	13	4	76	54	109
554012	31	0	50	42	21	0	79	23	25	2	0	51	176	14	75
554013	84	151	159	18	36	28	14	90	32	89	73	65	119	37	77
554014	7	6	20	67	0	0	0	80	0	59	0	0	20	96	0
554015	192	465	459	140	227	91	83	278	175	168	113	196	464	68	235
554019	62	109	72	29	33	12	54	106	31	64	57	82	160	43	110
554036	18	24	16	5	5	42	3	22	20	10	19	19	77	9	32
554046	42	22	49	11	6	2	9	48	34	42	16	18	142	13	29
554050	70	59	81	10	34	35	21	27	32	12	32	0	138	10	69
554060	909	2086	1971	616	875	389	644	1381	917	788	626	1083	1978	381	1312
554088	16	25	26	4	16	14	13	18	5	12	4	23	29	3	18
554089	0	0	2	0	0	0	4	0	7	0	1	7	0	0	6
554090	5	2	34	15	2	8	0	19	0	0	1	44	15	0	7
554091	3	0	0	10	2	0	0	3	3	5	0	3	18	0	3
554092	18	80	115	13	47	28	35	90	51	90	65	75	145	38	71
554093	32	47	12	5	16	12	28	48	21	25	14	33	41	14	20
554095	9	63	23	4	23	1	51	24	15	23	13	30	17	3	10
554096	10	18	25	9	10	12	17	12	0	11	11	10	32	11	23
554097	11	3	8	4	8	1	8	33	1	4	3	4	15	15	4
554098	50	75	74	12	11	14	52	90	24	17	31	10	62	25	28
554099	3	14	15	8	4	0	0	1	13	2	0	12	21	1	13
554100	0	0	19	0	0	15	6	3	6	0	0	0	10	0	0
554101	39	134	67	15	69	28	41	130	81	51	45	57	186	20	79
554102	22	126	134	24	25	36	33	83	56	41	74	46	124	48	49
554103	8	52	17	3	18	2	3	12	13	15	1	3	63	10	12
554104	17	41	34	9	16	15	40	27	17	22	16	17	97	6	40
554105	14	66	67	23	54	26	83	91	25	31	20	22	67	29	31
554106	1	62	39	11	25	18	46	76	35	56	29	35	69	16	44
554107	77	134	165	32	39	12	210	240	168	58	112	152	76	51	93
554108	223	651	681	189	208	151	273	468	360	210	205	363	749	139	358
554110	0	21	1	0	9	1	18	23	26	15	23	4	19	7	9
554116	0	12	7	0	0	0	12	8	0	0	0	0	0	18	9
554118	10	14	61	2	5	0	16	15	22	17	57	7	32	11	3
554119	14	34	34	15	37	3	41	9	24	21	17	18	14	9	12
554122	2	38	14	0	6	2	9	10	8	4	8	14	20	7	2
554123	87	269	233	45	70	30	104	322	147	206	170	182	414	92	186
554124	18	101	31	24	71	21	67	146	50	43	47	116	191	10	77
554125	0	15	1	0	1	1	5	14	0	3	4	7	18	4	14
554127	110	203	215	68	96	54	110	235	158	160	106	216	397	97	119
554129	8	1	5	0	12	0	1	10	3	2	1	13	1	0	12
554130	11	21	23	3	18	3	20	31	0	14	5	1	19	3	29
554131	29	49	38	43	32	9	28	17	35	19	17	33	57	13	42
554132	137	605	622	160	151	141	172	675	171	234	151	232	883	139	249
554134	2	38	9	10	16	10	12	17	2	12	18	15	34	14	28
554135	329	1094	786	172	560	233	576	930	418	398	464	672	1149	498	731
554136	2	57	19	0	1	1	3	24	5	1	0	11	13	11	6
554137	37	53	48	8	99	0	50	62	51	55	56	62	96	70	38
554138	4	7	22	1	5	8	14	31	6	13	16	8	25	1	12
554139	11	24	47	16	26	6	29	32	39	8	26	29	57	16	17
554140	24	42	29	13	24	45	63	97	20	7	7	97	69	11	28
554141	14	29	23	14	38	3	49	36	40	7	44	86	18	64	36
554142	46	58	101	39	11	19	61	57	69	20	51	32	42	15	40
554143	1	5	1	6	0	0	10	38	0	0	2	4	4	15	11
554145	0	2	0	6	0	0	8	6	0	8	11	2	14	1	0
554146	0	9	0	0	0	0	4	26	13	1	0	0	6	4	0
554147	4	0	34	4	0	0	8	10	13	5	2	10	4	13	8
554150	3	35	20	2	27	0	21	46	10	10	11	43	81	4	38
554151	3	18	93	15	14	2	4	49	3	23	12	11	18	5	80
554152	98	64	138	35	29	34	43	134	52	50	36	39	224	48	37
554153	15	18	40	9	9	12	5	23	31	10	4	2	62	3	4
554154	81	268	125	50	98	53	194	287	163	102	153	228	366	91	265
554155	52	89	83	20	18	25	73	98	43	42	53	51	139	27	148
554156	6	60	29	2	19	13	24	43	15	24	4	16	40	6	35
554164	68	149	145	14	57	32	54	116	62	82	43	56	187	36	87
554166	17	44	24	5	21	4	46	53	24	19	28	35	27	4	18
554168	258	528	562	69	256	96	317	604	755	275	279	926	583	169	331
554169	12	14	0	0	0	12	25	15	29	0	14	2	26	1	0
554171	0	20	12	0	0	0	3	10	0	0	7	2	1	0	0
554173	282	700	545	165	253	203	303	499	248	204	192	268	832	127	412
554176	19	27	14	0	2	1	4	6	7	3	13	17	35	6	14
554177	26	65	27	18	75	22	39	89	39	40	35	57	182	41	79
554200	13	46	22	2	9	5	29	37	10	0	29	19	65	13	39
554204	5	41	53	3	12	55	23	43	16	21	20	6	57	8	11
554221	8	22	8	19	34	2	2	8	0	7	0	1	33	6	6
554230	60	101	98	8	37	5	64	68	46	27	51	64	181	31	117
554231	11	22	22	12	6	4	15	5	23	28	12	16	55	18	31
554232	164	387	335	121	119	80	122	272	181	100	117	128	341	54	247
554265	109	239	265	94	51	42	50	136	46	80	112	122	148	43	112
554268	195	277	343	61	236	97	214	300	175	128	148	192	674	94	398
554269	76	135	117	18	79	28	92	227	147	117	103	164	261	54	107
554270	3	85	93	5	28	7	4	130	17	3	14	3	52	11	2
554360	16	37	57	7	1	4	33	43	27	12	6	24	72	9	43
554361	35	35	40	2	7	28	11	27	16	59	34	11	50	32	12
554366	13	121	3	12	14	0	0	18	0	14	9	2	63	5	29
554386	12	8	8	7	1	0	3	15	1	1	0	3	6	9	32
554458	17	15	5	9	15	3	65	22	18	7	12	25	96	12	21
554477	19	53	26	14	28	22	70	47	24	33	54	33	18	22	27
554488	34	123	153	34	36	20	26	162	66	36	48	58	158	18	41
554509	0	20	18	6	14	9	15	17	0	2	22	40	41	7	2
554532	75	97	82	24	14	15	47	234	34	16	57	78	93	22	51
554550	3	61	2	0	26	18	0	1	0	2	2	0	9	0	11
554561	34	62	25	5	6	7	28	47	12	9	10	49	57	22	46
554606	13	31	12	0	5	0	11	30	7	9	5	11	16	6	19
554650	61	121	56	0	45	17	95	90	35	41	28	11	93	7	32
554673	1	0	0	0	9	0	0	0	0	0	6	0	13	0	3
554700	144	378	366	79	78	45	115	268	143	124	118	170	421	91	234
554708	15	26	65	31	4	4	28	34	15	11	22	38	35	2	48
554722	167	435	336	76	93	88	133	285	250	182	192	247	482	90	235
554826	27	98	88	32	78	38	46	84	42	84	17	44	114	26	26
554836	42	67	64	50	31	9	16	75	72	16	21	55	82	32	95
554840	20	34	40	7	29	9	26	38	35	21	43	21	88	19	62
554842	3	174	37	5	2	2	11	29	19	18	5	11	10	0	14
554849	16	34	75	57	53	8	52	62	13	28	34	20	108	29	47
554861	25	51	62	12	19	5	58	67	44	23	22	49	97	25	88
554886	0	0	2	0	21	0	0	0	12	0	33	0	36	0	38
554960	99	163	167	44	122	58	109	223	69	33	98	99	285	39	163
554967	69	209	349	122	121	64	132	274	261	187	192	169	309	117	225
